"EA_Id","DDL_Id","DDL_customId","EA_customId"
"1652c9fc-5694-4b57-820f-68d2827fc337","4c3493b3-6300-49ec-9c3f-71fadeaa5e4a","Maximum","Observation Composite Stat"
"1652c9fc-5694-4b57-820f-68d2827fc337","74870d3e-4121-4c91-a533-cb572558e428","Mean","Observation Composite Stat"
"1652c9fc-5694-4b57-820f-68d2827fc337","a700705a-8340-444a-a953-e77c78d63923","Median","Observation Composite Stat"
"1652c9fc-5694-4b57-820f-68d2827fc337","e57c7874-d218-4171-a7f4-4ddf3fea7544","Minimum","Observation Composite Stat"
"65d94fac-aac5-498f-bc73-b63a322ce350","7b2eddac-0757-4339-baa5-d4ccce900135","1049 - UBC Fisheries Science Section","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","972a5b83-d28c-47ad-a46f-4886aef7cd45","105 - Elkview Coal Corp. Central Lab","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","025a9a16-c6c3-4d61-9d57-7ca15c00af88","1069 - Eco/Logic Environmental","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","db7200ba-0caa-44f9-a8e5-ea410d4149fc","10 - E.V.S. Consultants Ltd.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","1d79c3f7-c524-4ed3-b7ca-fd43ac115590","1109 - Township of Langley","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","147d2011-249c-4d8d-a4d8-bc49b8c795fe","1129 - Omineca-Peace, Fort St. John","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","d0de7db6-4c5d-4dd2-923d-a6ed5d2fcc19","1189 - Ministry of Environment Lab","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","55e7b5b7-639b-42df-adb5-30e1d8dffb2e","11 - Vancouver Island, Nanaimo","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","5b189e54-9194-4ba0-b926-75881d0869bb","1229 - Bulkley Valley Research Centre","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","c4fdcbdd-474e-406a-b216-30cd41e82709","123 - HydroQual Lab Ltd.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","46dc2406-3fd8-4005-a45a-04a720750187","1269 - Sona Resources Corp","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","e09dbfa8-6ce2-4549-bfb8-a555d9e8311b","126 - Kamloops Waste Water Treatment Centre","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","e6e47151-3ae1-498e-b3c1-2fac7d39a924","127 - Kelowna Pollution Control Centre","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","2181d32c-d8af-4c58-8531-86c867e055f6","1309 - Metro Vancouver-Quality Control Laboratory","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","f732b875-137b-45b6-8f28-e51c7d22a4a1","1349 - Associated Environmental Consultants Inc.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","6d1e797a-174d-4385-ac50-8308080e1467","134 - Methanex Corp.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","fdb1a05c-6a80-4543-85c8-2889083cb12d","135 - Nanaimo Water Pollution Control Centre","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","64bdcd33-37dd-452c-9a1f-9b384ad9074c","1369 - Omineca-Peace, Prince George, FLNRO","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","82c94b60-2a12-4824-bd64-60aa40a7f045","137 - Nickel Plate Mine - Assay Lab","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","81ed1002-386c-401f-bb5f-3368fa56dfa0","1409 - Freshwater Fisheries","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","27498008-e85f-468f-b085-fdb82dadea6f","1429 - GHD Limited","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","1e4475f3-b854-4459-8cf3-60afe0e3f9ad","142 - Norwest Soil Research Inc.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","056c88aa-e4aa-410e-881d-8c64ed28dd28","143 - Petro-Canada - Port Moody Refinery","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","e5608270-82c6-46b6-bdd0-28887b785981","1449 - Capital Regional District","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","8f296b2f-9a66-4341-afb7-9ab81af3ff1c","145 - Prince George Wastewater Treatment Ctr","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","ecfc838c-0a77-4376-97db-b09b049bfcb4","1469 - Mark Lanfranco","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","becf6dbd-d6aa-4658-916e-937686a686bc","154 - U.B.C. Chemical Engineering","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","2f2a9072-b932-4df9-9a50-00ef31c6b209","1569 - Langley Environmental Partners Society","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","4c3861e6-fd7b-44f3-93d0-eda92e6899fd","15 - Federal Laboratory","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","8eb3f90e-6023-4baa-86b1-ed3a2cd7a545","162 - GVRD, Burnaby","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","f08ac93d-2809-4f8e-bf47-1dc77a54e957","163 - Peppins Lab","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","8ff3ea1f-3213-4065-a557-8dca859b0dcb","1669 - Goode Environmental Services Ltd","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","d911d4c3-b252-441b-ab6f-11bd7fbb8b0f","167 - Water Management","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","b01d92fe-69f0-481e-9c45-1461baaed859","17 - Chemac Environmental Services","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","23023dd9-e578-408a-b08b-8f84a7710cf2","1809 - Chemtrade Electrochem Inc.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","66e6deec-b032-4b53-a40b-b54ee5aa9928","207 - Volunteer","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","c13c171a-b860-45f2-89fb-0ae364c2d4d4","209 - Environment Canada (PESC)","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","d7006dfd-3a47-44e6-92b2-dd827f0889cb","20 - Lower Mainland, Surrey","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","a23d377a-02f7-4aea-a511-f1d526005e48","230 - Slocan Valley Watershed Alliance","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","2526123a-6293-451a-982b-53e3495f6b45","28 - Quesnel River Pulp Co.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","d68c1a6f-9a9d-496f-b958-187596e42276","29 - Cariboo Pulp & Paper Co.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","597eeacc-7742-4acd-9a0d-eac9dcd9618e","30 - Beak Associates (B.C.) Ltd.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","b0f6c899-3bd4-4456-9017-ee0f97e14071","31 - Southern Region, Kamloops","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","ab0ed5b5-588d-42fe-905b-84c3b494f8be","349 - Contractor","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","0eaeac9a-ea1a-4a23-b855-8a7363227e18","369 - CARO Environmental Services","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","c4c3b043-d968-41e5-afd6-6a268c5f67d1","38 - Elk Valley Environmental Labs","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","571d55e4-5280-4d09-be2d-aea256f89279","3 - Can-Test Ltd.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","91a9b9d0-0301-4772-b6aa-2159fbca3501","40 - MB Research & Development Ltd.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","c8de8c0a-5f4a-4636-ad78-42571d58f068","41 - Kootenay, Nelson","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","2bded685-e040-48d8-ab86-d2f76de06e52","43 - Kootenay, Cranbrook","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","d0a4ea3c-13d5-4bbf-8006-ef6564b99cfb","450 - Southern Region, Kamloops","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","3599e0d8-0192-4337-8b1c-f0cfb038e22b","469 - Maxxam Analytics Inc.,Edmonton","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","694108d1-358c-4ce7-bdf5-af1f9d8d560f","48 - Cariboo, Williams Lake","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","42827517-0e67-46d0-bd5b-80e0f083d195","49 - Skeena","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","9a46fc04-3297-4a21-a7f8-d711d661d787","4 - ALS Environmental","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","13d45555-889c-4ebd-85b4-0fc1ac444118","4 - ALS Global","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","28d47314-9fd3-4ff8-a0ca-846cdd3002ed","509 - Southern Region, Kamloops","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","04d0b577-4f5a-4be8-ad48-a1fd0d4e0806","50 - Omineca-Peace, Prince George","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","362e2874-160f-4f7b-906f-e7548145fd3d","52 - Southern Region, Penticton","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","35cb8f98-f29d-48d0-b8e2-34ca8879fddb","53 - Ministry of Health","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","40c96e0e-d4d6-4978-b74b-eef3a8b6441f","54 - Headquarters, Victoria","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","545a7069-e7f4-48fb-a9f0-18da4278b952","55 - Ministry of Agriculture","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","70ab0390-aea7-47c9-981e-2f2c500538ef","56 - Air Resources","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","5d9ae9a9-11bd-477c-8bba-0fb9424153e0","57 - B.C.B.C. - Kamloops","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","7ec481ab-4481-4ba3-b475-cef7b88f4ab3","59 - B.C.B.C. - Prince George","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","3676ed3c-ee7f-4635-a9ce-b4f67526ab87","61 - Environment Canada/Fisheries","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","bc8f2767-28dd-4689-b590-62879ced1ced","629 - Health- Water Purveyor","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","2c36624a-7f6c-48d9-91d2-9faafb0f936d","63 - Field (MOE)","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","da4260c9-c16c-4cc5-9a52-d5b905e14c64","64 - Federal","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","313a1f4a-b8c3-49ef-9d26-8cf64bf66e59","65 - Fish and Wildlife","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","6088d30b-7fb9-4022-96c9-082002f86ac8","66 - Federal/Provincial","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","035f5c35-3a02-41e8-946e-f6b5c6036f24","67 - WMB-Groundwater","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","33a0f602-9751-49d8-9f0d-1ed309c4259d","689 - BCBC","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","81b578bf-e067-4d69-9ac9-32d9d84cbbc0","68 - WMB- Public Health Engineering","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","58cc5068-7ad0-417a-b4e9-a4d3bc1e3e14","69 - JR Laboratories Inc.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","20a4dfe9-38f1-4f94-b7c1-2d620db4d844","6 - B.C. Research","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","1f4f7154-12b2-412f-b817-daab322ab3a8","709 - Dolecki (Taxonomist)","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","c0b8a598-5cb6-441d-a139-ea74d7a0674a","73 - Independent Agent or Other","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","4668deda-cb72-485a-9dce-fd50ed38ed34","74 - Permittee","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","1b37cb8a-7b68-482f-a45f-071457431426","76 - Equis Environmental Lab","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","aefcacf3-e0ac-4287-9f0f-e345f35f0fc9","78 - Surveys & Resource Mapping","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","465a9817-a841-4b58-a3fe-e1f23eaf000e","79 - Water Quality","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","59c3dfe6-9d18-40b0-93ec-50833a51fd57","809 - Bureau Veritas Laboratories (formerly Maxxam Analytics Inc. Burnaby)","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","8d22447e-a4ab-4694-85c8-22206f3e92d1","809 - Bureau Veritas Laboratories (Maxxam)","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","415570ee-828d-4ad7-a321-b75fe6eedd54","80 - Philip Analytical Services (formerly called Zenon Laboratories)","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","9804e0d5-1131-4ac7-8d27-b9532e2edb55","81 - Agra Earth & Environmental Ltd.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","1602d496-5934-497c-9aaa-e7fe85b920dd","82 - ASL Analytical Service Laboratories Ltd.","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","1bdd6ea0-73b6-4e4d-9115-13367e2b549e","84 - Alcan Analytical Lab","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","2a05a5a0-f1fb-4238-93ce-ab60d6d24d0e","92 - Canadianoxy Industrial Chem. (Nanaimo)","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","e6769ecc-e99c-4f2d-97a4-c9163918e167","949 - Wetsuweten Hereditary Chiefs","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","1eb966fc-834f-4490-b195-6fbc193d792f","969 - Skeena, Terrace","Sampling Agency"
"65d94fac-aac5-498f-bc73-b63a322ce350","416a379d-edc9-4cd4-a80d-ba7d3dbaca3e","9 - Eco-Tech Lab Ltd.","Sampling Agency"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","6fe8d3e7-3efb-413d-9e61-ab07288fb701","Flower","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","023f62f2-a253-4665-83eb-2fc61fbf0dd0","Gill Arch","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","7cc5e287-aebe-428f-a1d6-d126a818aa46","Gill-Filament","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","115b19da-1451-4204-8140-6f7e59ea62e2","Heart","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","1ea9208a-797e-448a-9a1b-73e70c7b8965","Kidney","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","76f9c3c3-ca48-41ec-a759-405d1812defa","Leaf (Mature)","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","7131797a-47cd-4f79-a693-688122c9da87","Leaf (Young)","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","6827f9d8-bee0-4e52-9a5b-9061c9ede864","Liver","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","041d09e6-f9c4-4a3d-88bb-5c25f3579fa2","Lung","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","86f0c2fc-f5a2-4c09-9df1-5f1c35c2a0c5","Milt","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","e93ba50f-3712-41ae-9d98-0ae7374ca73b","Muscle","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","f0988728-b086-4f44-a0e3-f514cfc7d2ff","Other","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","2cfe7d56-7ee5-4c25-8a0a-aad4faca86fd","Root","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","c07fbcac-b73e-4634-873a-d8388c0bd813","Scales","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","8f0957da-daa6-4b32-a6f4-80e97da676a8","Unknown","Specimen Tissue Type"
"6f7d5be0-f91a-4353-9d31-13983205cbe0","49c5db93-eacf-4b68-b4bf-9da128439323","Whole Body","Specimen Tissue Type"
