"Location ID","Name","Type","Comment","Country","State","County","Latitude","Longitude","Horizontal Datum","Horizontal Collection Method","Vertical Datum","Vertical Collection Method","Location Groups","Elevation","Elevation Unit","Standards","EA_Closed Date","EA_EMS When Created","EA_EMS When Updated","EA_EMS Who Created","EA_EMS Who Updated","EA_Established Date","EA_Well Tag ID"
"E340905","BH-2026-TMSF-R A","Well","Monitoring for seepage from TMSF towards Coulter Creek.","","","","56.6277","-130.5064","","Google Earth, Google Maps, or other Satellite Imagery","","","10818","","","","","2/3/2026 2:00:52 PM","","Created by Todd Adamsson from 62 Skeena, Terrace","","2/3/2026",""
"E340906","BH-2026-TMSF-U C","Well","Monitoring for seepage from TMSF towards Coulter Creek.","","","","56.613","-130.5162","","Google Earth, Google Maps, or other Satellite Imagery","","","10818","","","","","2/3/2026 2:02:28 PM","","Created by Todd Adamsson from 62 Skeena, Terrace","","2/3/2026",""
"E340907","BH-2026-TMSF-U B","Well","Monitoring for seepage from TMSF towards Coulter Creek.","","","","56.613","-130.5162","","Google Earth, Google Maps, or other Satellite Imagery","","","10818","","","","","2/3/2026 2:03:17 PM","","Created by Todd Adamsson from 62 Skeena, Terrace","","2/3/2026",""
"E340908","BH-2026-TMSF-U A","Well","Monitoring for seepage from TMSF towards Coulter Creek.","","","","56.613","-130.5162","","Google Earth, Google Maps, or other Satellite Imagery","","","10818","","","","","2/3/2026 2:04:16 PM","","Created by Todd Adamsson from 62 Skeena, Terrace","","2/3/2026",""
"E340924","OW522 CORMORANT ISLAND (CEDAR ST)","Well","Well is located on the right-of-way for Cedar Street.","","","","50.582406","-126.924898","","Geographic Positioning System (NAD83)","","","","","","","","2/4/2026 3:58:59 PM","2/4/2026 4:17:25 PM","Created by Graeme Henderson from 90 Headquarters, Victoria","Updated by Graeme Henderson from 90 Headquarters, Victoria","2/4/2026",""
"E340944","Passive Landfill Gas Discharge","Landfill","","","","","58.82","-122.57","","Google Earth, Google Maps, or other Satellite Imagery","","","16960","","","","","2/5/2026 11:20:46 AM","","Created by Database Link for EMA from 70 Omineca-Peace, Prince George","","2/5/2026",""
"E340964","Open Burn Pit","Open Burning","Open burn pit  > 1m from camp","","","","53.2041","-124.86","","Google Earth, Google Maps, or other Satellite Imagery","","","110650","","","","","2/5/2026 3:43:25 PM","2/12/2026 10:27:49 AM","Created by Database Link for EMA from 70 Omineca-Peace, Prince George","Updated by Database Link for EMA from 70 Omineca-Peace, Prince George","2/5/2026",""
"E340968","KM46 Camp Municipal Wastewater Treatment Plant","In-Plant","Treated wastewater to Volcano Creek","","","","56.69","-130.55","","Google Earth, Google Maps, or other Satellite Imagery","","","112760","","","","","2/5/2026 4:09:15 PM","","Created by Database Link for EMA from 60 Skeena","","2/5/2026",""
"E340984","KSM(PE106824)MTT-TP SUMP","Seepage or Seepage Pools","Treaty Portal MTT Sump","","","","56.656883","-130.008097","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 10:57:54 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340985","KSM(PE106824)MTT-TP MUCK SUMP","Seepage or Seepage Pools","Treaty Portal MTT Muck Pad Sump","","","","56.660063","-130.002554","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 10:59:54 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340986","KSM(PE106824)MTT-SP SUMP","Seepage or Seepage Pools","Saddle Portal MTT Sump","","","","56.622932","-130.079702","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:01:23 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340987","KSM(PE106824)MTT-SP MUCK PAD","Seepage or Seepage Pools","Saddle Portal MTT Muck Pad Sump","","","","56.618667","-130.067847","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:02:33 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340988","KSM(PE106824)MTT-MP MUCK PAD","Seepage or Seepage Pools","Mitchell Portal MTT Muck Pad Sump","","","","56.52533","-130.292518","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:04:07 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340989","KSM(PE106824)TWTP6 INFLUENT","In-Plant","TWTP 6 Influent Line","","","","56.524895","-130.301493","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:06:12 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340990","KSM(PE106824)TWTP8 INFLUENT","In-Plant","TWTP 8 Influent Line","","","","56.660918","-130.002446","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:07:42 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340991","KSM(PE106824)TWTP4 INFLUENT","In-Plant","TWTP 4 Influent Line","","","","56.616051","-130.062836","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:08:48 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340992","KSM(PE106824)TDD-1","Ditch or Culvert","Treaty Diversion Ditch 1","","","","56.662503","-130.007366","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:11:00 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340993","KSM(PE106824)TDD-2","Ditch or Culvert","Treaty Diversion Ditch 2","","","","56.660929","-130.006661","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:11:57 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340994","KSM(PE106824)TDD-3","Ditch or Culvert","Treaty Diversion Ditch 3","","","","56.660979","-130.000243","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:12:56 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340995","KSM(PE106824)TDD-4","Ditch or Culvert","Treaty Diversion Ditch 4","","","","56.660765","-129.998838","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:13:47 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340996","KSM(PE106824)TDD-5","Ditch or Culvert","Treaty Diversion Ditch 5","","","","56.660232","-130.001936","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:14:53 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340997","KSM(PE106824)SDD-1","Ditch or Culvert","Saddle Diversion Ditch 1","","","","56.623913","-130.080887","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:16:16 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340998","KSM(PE106824)SDD-2","Ditch or Culvert","Saddle Diversion Ditch 2","","","","56.620826","-130.077676","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:17:13 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E340999","KSM(PE106824)SDD-3","Ditch or Culvert","Saddle Diversion Ditch 3","","","","56.617731","-130.064059","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:17:59 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341000","KSM(PE106824)SDD-4","Ditch or Culvert","Saddle Diversion Ditch 4","","","","56.616234","-130.06452","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:18:45 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341001","KSM(PE106824)SDD-5","Ditch or Culvert","Saddle Diversion Ditch 5","","","","56.614973","-130.06017","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:19:29 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341002","KSM(PE106824)SDD-6","Ditch or Culvert","Saddle Diversion Ditch 6","","","","56.614855","-130.061202","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:20:19 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341003","KSM(PE106824)MDD-1","Ditch or Culvert","Mitchell Diversion Ditch 1","","","","56.528221","-130.277984","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:21:28 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341004","KSM(PE106824)MDD-2","Ditch or Culvert","Mitchell Diversion Ditch 2","","","","56.527378","-130.284524","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:22:19 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341005","KSM(PE106824)MDD-3","Ditch or Culvert","Mitchell Diversion Ditch 3","","","","56.526785","-130.285253","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:24:03 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341006","KSM(PE106824)MDD-4","Ditch or Culvert","Mitchell Diversion Ditch 4","","","","56.525106","-130.2917","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:26:47 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341007","KSM(PE106824)MDD-5","Ditch or Culvert","Mitchell Diversion Ditch 5","","","","56.524419","-130.29898","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:27:46 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341008","KSM(PE106824)MDD-6","Ditch or Culvert","Mitchell Diversion Ditch 6","","","","56.524067","-130.301078","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:28:35 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341009","KSM(PE106824)MDD-7","Ditch or Culvert","Mitchell Diversion Ditch 7","","","","56.525428","-130.304376","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:29:29 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341010","KSM(PE106824)MDD-8","Ditch or Culvert","Mitchell Diversion Ditch 8","","","","56.525172","-130.304972","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:30:23 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341011","KSM(PE106824)TGW-1","Well","Treaty Portal Area GW piezometer 1","","","","56.662616","-130.007947","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:32:42 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341012","KSM(PE106824)TGW-2","Well","Treaty Portal Area GW piezometer 2","","","","56.661749","-130.003675","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:33:32 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341013","KSM(PE106824)TGW-3","Well","Treaty Portal Area GW piezometer 3","","","","56.66142","-130.00142","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:34:35 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341014","KSM(PE106824)TGW-4","Well","Treaty Portal Area GW piezometer 4","","","","56.65918","-130.006299","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:35:21 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341015","KSM(PE106824)TGW-5","Well","Treaty Portal Area GW piezometer 5","","","","56.658625","-130.007345","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:36:17 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341016","KSM(PE106824)TGW-6","Well","Treaty Portal Area GW piezometer 6","","","","56.66027","-130.002193","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:37:09 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341017","KSM(PE106824)TGW-7","Well","Treaty Portal Area GW piezometer 7","","","","56.660194","-129.999311","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:38:02 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341018","KSM(PE106824)SGW-1","Well","Saddle Portal Area GW piezometer 1","","","","56.624222","-130.080008","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:39:04 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341019","KSM(PE106824)SGW-2","Well","Saddle Portal Area GW piezometer 2","","","","56.622754","-130.079881","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:40:02 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341020","KSM(PE106824)SGW-3","Well","Saddle Portal Area GW piezometer 3","","","","56.620812","-130.07178","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:41:36 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341021","KSM(PE106824)SGW-4","Well","Saddle Portal Area GW piezometer 4","","","","56.619923","-130.074875","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:42:23 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341022","KSM(PE106824)SGW-5","Well","Saddle Portal Area GW piezometer 5","","","","56.61835","-130.06709","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:43:25 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341023","KSM(PE106824)SGW-6","Well","Saddle Portal Area GW piezometer 6","","","","56.617631","-130.064582","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:44:15 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341024","KSM(PE106824)SGW-7","Well","Saddle Portal Area GW piezometer 7","","","","56.61688","-130.06639","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:45:07 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341025","KSM(PE106824)SGW-8","Well","Saddle Portal Area GW piezometer 8","","","","56.61562","-130.067026","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:45:53 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341026","KSM(PE106824)SGW-9","Well","Saddle Portal Area GW piezometer 9","","","","56.61641","-130.0688","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:46:47 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341027","KSM(PE106824)SGW-10","Well","Saddle Portal Area GW piezometer 10","","","","56.616743","-130.062697","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:47:40 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341028","KSM(PE106824)SGW-11","Well","Saddle Portal Area GW piezometer 11","","","","56.61489","-130.060633","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:48:23 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341029","KSM(PE106824)MGW-1","Well","Mitchell Portal Area GW piezometer 1","","","","56.53004","-130.27472","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:49:18 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341030","KSM(PE106824)MGW-2","Well","Mitchell Portal Area GW piezometer 2","","","","56.528972","-130.274602","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:50:10 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341031","KSM(PE106824)MGW-3","Well","Mitchell Portal Area GW piezometer 3","","","","56.526906","-130.280838","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:50:52 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341032","KSM(PE106824)MGW-4","Well","Mitchell Portal Area GW piezometer 4","","","","56.529654","-130.286305","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:51:45 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341033","KSM(PE106824)MGW-5","Well","Mitchell Portal Area GW piezometer 5","","","","56.526294","-130.285839","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:52:27 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341034","KSM(PE106824)MGW-6","Well","Mitchell Portal Area GW piezometer 6","","","","56.52497","-130.292711","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:53:11 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341035","KSM(PE106824)MGW-7","Well","Mitchell Portal Area GW piezometer 7","","","","56.525169","-130.299067","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:53:51 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341036","KSM(PE106824)MGW-8","Well","Mitchell Portal Area GW piezometer 8","","","","56.52408","-130.30122","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:54:34 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341037","KSM(PE106824)MGW-9","Well","Mitchell Portal Area GW piezometer 9","","","","56.525255","-130.30513","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 11:55:14 AM","","Created by Sarah Tyler from 60 Skeena","","1/16/2026",""
"E341038","MWR 112760 VC-9.79","River, Stream, or Creek","Upstream reference site of MWR discharge","","","","56.69312","-130.542493","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 4:37:02 PM","","Created by Erin Rainey from 60 Skeena","","2/6/2026",""
"E341039","MWR 112760 VC-8.61","River, Stream, or Creek","~100 m downstream of edge of IDZ for MWR discharge in Volcano Creek","","","","56.695331","-130.557624","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 4:39:31 PM","","Created by Erin Rainey from 60 Skeena","","2/6/2026",""
"E341040","MWR 112760 VC-7.97","River, Stream, or Creek","Far field location downstream of MWR discharge in Volcano Creek","","","","56.698666","-130.562481","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/6/2026 4:40:46 PM","","Created by Erin Rainey from 60 Skeena","","2/6/2026",""
"E341044","Two Rivers 16-3 Compressor Drivers","Stack","","","","","56.170924","-120.276309","","Geographic Positioning System (NAD83)","","","113001","","","","","2/10/2026 8:56:43 AM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/10/2026",""
"E341045","Two Rivers 16-3 Glycol Reboiler","Stack","","","","","56.172953","-120.269831","","Geographic Positioning System (NAD83)","","","113001","","","","","2/10/2026 9:19:40 AM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/10/2026",""
"E341046","Two Rivers 16-3 Generator Drivers","Stack","","","","","56.174859","-120.266577","","Geographic Positioning System (NAD83)","","","113001","","","","","2/10/2026 9:27:07 AM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/10/2026",""
"E341047","Two Rivers 16-3 Oil Treater Burner","Stack","","","","","56.180293","-120.256973","","Geographic Positioning System (NAD83)","","","113001","","","","","2/10/2026 11:02:39 AM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/10/2026",""
"E341048","Two Rivers 16-3 Fuel Gas Conditioner Reboiler","Stack","","","","","56.182123","-120.254368","","Geographic Positioning System (NAD83)","","","113001","","","","","2/10/2026 11:10:51 AM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/10/2026",""
"E341049","Two Rivers 16-3 Backup Generator Driver","Stack","","","","","56.171996","-120.271094","","Geographic Positioning System (NAD83)","","","113001","","","","","2/10/2026 11:35:36 AM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/10/2026",""
"E341050","Two Rivers 16-3 Low Pressure Flare","Stack","","","","","56.171996","-120.271094","","Geographic Positioning System (NAD83)","","","113001","","","","","2/10/2026 1:43:19 PM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/10/2026",""
"E341051","Two Rivers 16-3 HP Flare Stack","Stack","","","","","56.171996","-120.271094","","Geographic Positioning System (NAD83)","","","113001","","","","","2/10/2026 1:52:41 PM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/10/2026",""
"E341052","Two Rivers 16-3 Temporary Sources","Stack","","","","","56.171996","-120.271094","","Geographic Positioning System (NAD83)","","","113001","","","","","2/10/2026 2:30:42 PM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/10/2026",""
"E341053","Two Rivers 16-3 Accumulated Surface Precip","In-Plant","","","","","56.171996","-120.271094","","Geographic Positioning System (NAD83)","","","113001","","","","","2/10/2026 2:34:08 PM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/10/2026",""
"E341064","Eskay Metallurgical Lab Dust Collector","Stack","Eskay Metallurgical Lab Dust Collector","","","","56.6441","-130.4643","","Google Earth, Google Maps, or other Satellite Imagery","","","112023","","","","","2/10/2026 8:56:59 PM","","Created by Database Link for EMA from 60 Skeena","","2/10/2026",""
"E341065","Eskay Incinerator 4 ","Stack","Incinerator 4 at KM 46","","","","56.6938","-130.5458","","Google Earth, Google Maps, or other Satellite Imagery","","","112023","","","","","2/10/2026 9:11:46 PM","2/10/2026 9:41:23 PM","Created by Database Link for EMA from 60 Skeena","Updated by Database Link for EMA from 60 Skeena","2/10/2026",""
"E341066","Eskay Primary Crusher","Stack","Primary Crusher Dust Collector","","","","56.6481","-130.4559","","Google Earth, Google Maps, or other Satellite Imagery","","","112023","","","","","2/10/2026 9:30:53 PM","2/10/2026 9:40:38 PM","Created by Database Link for EMA from 60 Skeena","Updated by Database Link for EMA from 60 Skeena","2/10/2026",""
"E341067"," Eskay Pebble Crusher","Stack","Pebble crusher dust collector","","","","56.6549","-130.4624","","Google Earth, Google Maps, or other Satellite Imagery","","","112023","","","","","2/10/2026 9:37:41 PM","","Created by Database Link for EMA from 60 Skeena","","2/10/2026",""
"E341084","Eskay Concentrate Dryer Wet Scrubber ","Stack","Concentrate Dryer Wet Scrubber ","","","","56.6449","-130.4642","","Google Earth, Google Maps, or other Satellite Imagery","","","112023","","","","","2/11/2026 11:16:48 AM","","Created by Database Link for EMA from 60 Skeena","","2/11/2026",""
"E341104","ALICE LAKE - SB GRAVEL","Seepage or Seepage Pools","","","","","49.776376","-123.120428","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/11/2026 11:18:23 AM","","Created by Jennifer Sarchuk from  ","","2/11/2026",""
"E341105","Eskay Concentrate dyer exhaust","Stack"," Concentrate dyer exhaust","","","","56.6449","-130.4641","","Google Earth, Google Maps, or other Satellite Imagery","","","112023","","","","","2/11/2026 11:25:53 AM","","Created by Database Link for EMA from 60 Skeena","","2/11/2026",""
"E341124","Birch a-44-I Recycle Compressor Driver (Q-650)","Stack","","","","","56.953986","-121.539962","","Geographic Positioning System (NAD83)","","","108842","","","","","2/17/2026 10:09:02 AM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/17/2026",""
"E341144","SW-5 PE107036","River, Stream, or Creek","Natural wetland PE107036","","","","49.3665","-115.2194","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/18/2026 2:22:13 PM","","Created by Lyudmila Merkulova from 41 Kootenay, Cranbrook","","2/18/2026",""
"E341145","IW-1 PE107036","Well","Extraction well near office","","","","49.3721","-115.2225","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/18/2026 2:46:39 PM","","Created by Lyudmila Merkulova from 41 Kootenay, Cranbrook","","2/18/2026",""
"E341146","DW-1 PE107036","Well","Drinking water well near residence","","","","49.3646","-115.2179","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/18/2026 3:23:21 PM","","Created by Lyudmila Merkulova from 41 Kootenay, Cranbrook","","2/18/2026",""
"E341166","Swift Soil Treatment Facility","Infiltration Pond","Swift Soil Treatment Facility Effluent Discharge Point","","","","50.2194","-114.8947","","Google Earth, Google Maps, or other Satellite Imagery","","","424","","","","","2/19/2026 3:57:04 PM","","Created by Database Link for EMA from 41 Kootenay, Cranbrook","","2/19/2026",""
"E341187","Petronas Burn Approval 2026","In-Plant","","","","","56.936172","-122.311318","","Geographic Positioning System (NAD83)","","","112949","","","","","2/20/2026 3:11:33 PM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/20/2026",""
"E341204","PCRC 109112 Thermal Oxidizer","Stack","PCRC 109112 Direct Fire Thermal Oxidizer with flaring","","","","49.0933","-122.3132","","Google Earth, Google Maps, or other Satellite Imagery","","","109112","","","","","2/23/2026 9:56:27 AM","","Created by Database Link for EMA from 20 Lower Mainland, Surrey","","2/23/2026",""
"E341205","PCRC 109112 Biofilter system","Stack","organic media biofilter","","","","49.09392","-122.31305","","Google Earth, Google Maps, or other Satellite Imagery","","","109112","","","","","2/23/2026 10:23:47 AM","","Created by Database Link for EMA from 20 Lower Mainland, Surrey","","2/23/2026",""
"E341206","PCRC 109112 Natural Gas Fired Boiler","Stack","Natural gas fired hot water boiler to heat anaerobic digesters and pasteurization system		","","","","49.09392","-122.31305","","Google Earth, Google Maps, or other Satellite Imagery","","","109112","","","","","2/23/2026 10:42:44 AM","","Created by Database Link for EMA from 20 Lower Mainland, Surrey","","2/23/2026",""
"E341224","Zulu Aggregates Inc Asphalt Plant","Stack","Hotmix Asphalt plant","","","","54.5223","-128.6462","","Geographic Positioning System (NAD83)","","","112763","","","","","2/24/2026 3:58:54 PM","","Created by Database Link for EMA from 40 Kootenay, Nelson","","2/24/2026",""
"E341244","HIGHWEST LANDFILL OC 100193 CAPTURED LEACHATE","Landfill","area leachate (lined sections of landfill) discharge to treatment works","","","","48.483","-123.501","","Google Earth, Google Maps, or other Satellite Imagery","","","","","","","","2/25/2026 2:25:50 PM","2/25/2026 2:26:41 PM","Created by Todd Thomson from 10 Vancouver Island, Nanaimo","Updated by Todd Thomson from 10 Vancouver Island, Nanaimo","2/25/2026",""
"E341267","D1","Ditch or Culvert","Discharge 1","","","","49.8952","-122.9795","","Google Earth, Google Maps, or other Satellite Imagery","","","113035","","","","","2/26/2026 1:19:59 PM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/26/2026",""
"E341268","D5","Ditch or Culvert","Drainage 5","","","","49.0827","-122.9814","","Google Earth, Google Maps, or other Satellite Imagery","","","113035","","","","","2/26/2026 1:21:18 PM","","Created by Database Link for EMA from 71 Omineca Peace, Oil and Gas Commission","","2/26/2026",""
